userId	movie	rating
1	Talladega Nights: The Ballad of Ricky Bobby (2006)	4
1	Departed, The (2006)	4
1	Dark Knight, The (2008)	4.5
1	Inglourious Basterds (2009)	4.5
1	Shutter Island (2010)	4
1	Exit Through the Gift Shop (2010)	3
1	Warrior (2011)	5
1	Girl with the Dragon Tattoo, The (2011)	2.5
1	Interstellar (2014)	3
1	Ex Machina (2015)	3.5
2	Schindler's List (1993)	0.5
2	Operation Dumbo Drop (1995)	0.5
2	Escape from L.A. (1996)	5
2	My Fair Lady (1964)	0.5
2	Doors, The (1991)	0.5
2	Deer Hunter, The (1978)	0.5
2	Patton (1970)	0.5
2	Highlander (1986)	3.5
2	Field of Dreams (1989)	0.5
2	Star Trek: The Motion Picture (1979)	3
2	Lady and the Tramp (1955)	0.5
2	Rescuers, The (1977)	0.5
2	Tron (1982)	2
2	You've Got Mail (1998)	0.5
2	Snow Dogs (2002)	0.5
2	Hangar 18 (1980)	5
2	Galaxy of Terror (Quest) (1981)	5
2	Clonus Horror, The (1979)	4.5
2	Troll 2 (1990)	5
2	2012 (2009)	0.5
3	Get Shorty (1995)	3
3	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	2
3	Seven (a.k.a. Se7en) (1995)	2
3	Mighty Aphrodite (1995)	3
3	Postman, The (Postino, Il) (1994)	3
3	Flirting With Disaster (1996)	5
3	NeverEnding Story III, The (1994)	1
3	Jeffrey (1995)	3
3	Living in Oblivion (1995)	5
3	Before Sunrise (1995)	5
3	Circle of Friends (1995)	1
3	Eat Drink Man Woman (Yin shi nan nu) (1994)	5
3	Heavenly Creatures (1994)	3
3	Star Wars: Episode IV - A New Hope (1977)	5
3	Pulp Fiction (1994)	1
3	Shallow Grave (1994)	5
3	Muriel's Wedding (1994)	5
3	Adventures of Priscilla, Queen of the Desert, The (1994)	4
3	Corrina, Corrina (1994)	3
3	Four Weddings and a Funeral (1994)	3
3	Barcelona (1994)	2
3	Dazed and Confused (1993)	1
3	With Honors (1994)	2
3	Piano, The (1993)	1
3	Beauty and the Beast (1991)	3
3	Maya Lin: A Strong Clear Vision (1994)	3
3	Lone Star (1996)	4
3	Twelfth Night (1996)	4
3	Philadelphia Story, The (1940)	5
3	Singin' in the Rain (1952)	4
3	Some Like It Hot (1959)	5
3	My Fair Lady (1964)	5
3	Gone with the Wind (1939)	5
3	Love in the Afternoon (1957)	3
3	Sword in the Stone, The (1963)	4
3	Everyone Says I Love You (1996)	3
3	Swingers (1996)	2
3	Fish Called Wanda, A (1988)	2
3	Crying Game, The (1992)	3
3	Monty Python and the Holy Grail (1975)	5
3	Grifters, The (1990)	4
3	English Patient, The (1996)	1
3	Princess Bride, The (1987)	5
3	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	3
3	12 Angry Men (1957)	5
3	Bridge on the River Kwai, The (1957)	5
3	Unforgiven (1992)	4
3	High Noon (1952)	5
3	Indiana Jones and the Last Crusade (1989)	4
3	Mars Attacks! (1996)	1
3	Donnie Brasco (1997)	4
3	Grosse Pointe Blank (1997)	4
3	Men in Black (a.k.a. MIB) (1997)	3
3	Conspiracy Theory (1997)	1
3	L.A. Confidential (1997)	2
3	Full Monty, The (1997)	4
3	Sweet Hereafter, The (1997)	4
3	Afterglow (1997)	5
3	Spanish Prisoner, The (1997)	5
3	Opposite of Sex, The (1998)	3
3	Perfect Murder, A (1998)	2
3	West Side Story (1961)	5
3	Metropolitan (1990)	2
3	Labyrinth (1986)	5
3	Breakfast Club, The (1985)	4
3	Jerk, The (1979)	4
3	Pretty in Pink (1986)	3
3	Gods Must Be Crazy, The (1980)	5
3	Beetlejuice (1988)	5
3	Strangers on a Train (1951)	5
3	Elizabeth (1998)	2
3	Romancing the Stone (1984)	4
3	Cookie's Fortune (1999)	5
3	Austin Powers: The Spy Who Shagged Me (1999)	4
3	Eyes Wide Shut (1999)	2
3	Sixth Sense, The (1999)	4
3	Airplane! (1980)	5
3	American Beauty (1999)	5
3	Pajama Game, The (1957)	4
3	Hairspray (1988)	5
3	Fight Club (1999)	2
3	Crimes and Misdemeanors (1989)	2
3	Spaceballs (1987)	4
3	Dead Again (1991)	5
3	Magnolia (1999)	4
3	Talented Mr. Ripley, The (1999)	4
3	Boys from Brazil, The (1978)	4
3	League of Their Own, A (1992)	4
3	Wonder Boys (2000)	4
3	Searchers, The (1956)	5
3	Erin Brockovich (2000)	4
3	Outlaw Josey Wales, The (1976)	5
3	East is East (1999)	2
3	Mr. Mom (1983)	1
3	Blow-Up (Blowup) (1966)	3
3	I'm the One That I Want (2000)	5
3	Almost Famous (2000)	4
3	Billy Elliot (2000)	4
3	Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)	4
3	Planes, Trains & Automobiles (1987)	3
3	Chocolat (2000)	1
3	O Brother, Where Art Thou? (2000)	3
3	Thirteen Days (2000)	4
3	Traffic (2000)	5
3	Series 7: The Contenders (2001)	3
3	Under the Sand (2000)	4
3	Divided We Fall (Mus√≠me si pom√°hat) (2000)	4
3	Man Who Wasn't There, The (2001)	3
3	Devil's Backbone, The (Espinazo del diablo, El) (2001)	4
3	No Man's Land (2001)	5
4	Toy Story (1995)	4
4	Get Shorty (1995)	4
4	Dead Man Walking (1995)	4
4	Postman, The (Postino, Il) (1994)	5
4	Braveheart (1995)	4
4	Batman Forever (1995)	3
4	Eat Drink Man Woman (Yin shi nan nu) (1994)	4
4	Heavenly Creatures (1994)	5
4	Interview with the Vampire: The Vampire Chronicles (1994)	3
4	Little Women (1994)	4
4	Once Were Warriors (1994)	5
4	Pulp Fiction (1994)	5
4	Shawshank Redemption, The (1994)	3
4	Clear and Present Danger (1994)	3
4	Four Weddings and a Funeral (1994)	2
4	Lion King, The (1994)	3
4	True Lies (1994)	2
4	Addams Family Values (1993)	3
4	Remains of the Day, The (1993)	3
4	Schindler's List (1993)	5
4	Shadowlands (1993)	3
4	Terminator 2: Judgment Day (1991)	3
4	Dances with Wolves (1990)	5
4	Batman (1989)	3
4	Beauty and the Beast (1991)	5
4	Pinocchio (1940)	5
5	Grumpier Old Men (1995)	5
5	Waiting to Exhale (1995)	3
5	Father of the Bride Part II (1995)	5
5	GoldenEye (1995)	3
5	American President, The (1995)	4
5	Casino (1995)	4
5	Sense and Sensibility (1995)	4
5	Ace Ventura: When Nature Calls (1995)	2
5	Get Shorty (1995)	2
5	Copycat (1995)	5
5	Powder (1995)	4
5	Othello (1995)	4
5	Now and Then (1995)	3
5	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	4
5	Dead Man Walking (1995)	5
5	How to Make an American Quilt (1995)	4
5	Seven (a.k.a. Se7en) (1995)	4
5	Indian in the Cupboard, The (1995)	4
5	Eye for an Eye (1996)	4
5	Mr. Holland's Opus (1995)	4
5	Bio-Dome (1996)	3
5	Juror, The (1996)	3
5	White Squall (1996)	5
5	Nick of Time (1995)	4
5	Broken Arrow (1996)	4
5	City Hall (1996)	3
5	Mr. Wrong (1996)	1
5	Happy Gilmore (1996)	4
5	Bridges of Madison County, The (1995)	3
5	Braveheart (1995)	5
5	Rumble in the Bronx (Hont faan kui) (1995)	4
5	NeverEnding Story III, The (1994)	3
5	Up Close and Personal (1996)	3
5	Birdcage, The (1996)	4
5	Bad Boys (1995)	4
5	Batman Forever (1995)	3
5	Casper (1995)	4
5	Congo (1995)	5
5	Crimson Tide (1995)	3
5	Desperado (1995)	3
5	Hackers (1995)	3
5	Jeffrey (1995)	3
5	Lord of Illusions (1995)	3
5	Mad Love (1995)	1
5	Net, The (1995)	3
5	Scarlet Letter, The (1995)	2
5	Species (1995)	3
5	Waterworld (1995)	3
5	Wild Bill (1995)	4
5	Bushwhacked (1995)	4
5	Billy Madison (1995)	4
5	Babysitter, The (1995)	3
5	Boys on the Side (1995)	2
5	Cure, The (1995)	3
5	Circle of Friends (1995)	4
5	Disclosure (1994)	4
5	Dolores Claiborne (1995)	5
5	Dumb & Dumber (Dumb and Dumber) (1994)	3
5	French Kiss (1995)	4
5	Forget Paris (1995)	4
5	Goofy Movie, A (1995)	3
5	Hideaway (1995)	3
5	Houseguest (1994)	5
5	Heavyweights (Heavy Weights) (1995)	4
5	Interview with the Vampire: The Vampire Chronicles (1994)	3
5	Kid in King Arthur's Court, A (1995)	3
5	Little Women (1994)	4
5	Major Payne (1995)	3
5	Love Affair (1994)	3
5	Mary Shelley's Frankenstein (Frankenstein) (1994)	3
5	Man of the House (1995)	4
5	Milk Money (1994)	4
5	Only You (1994)	3
5	Outbreak (1995)	4
5	L√©on: The Professional (a.k.a. The Professional) (L√©on) (1994)	3
5	Pulp Fiction (1994)	2
5	Queen Margot (Reine Margot, La) (1994)	3
5	Rent-a-Kid (1995)	3
5	Swan Princess, The (1994)	3
5	Secret of Roan Inish, The (1994)	5
5	Shawshank Redemption, The (1994)	5
5	Tales from the Hood (1995)	3
5	Tommy Boy (1995)	5
5	While You Were Sleeping (1995)	4
5	Muriel's Wedding (1994)	3
5	Clear and Present Danger (1994)	5
5	Client, The (1994)	5
5	Corrina, Corrina (1994)	4
5	Crow, The (1994)	4
5	Cobb (1994)	4
5	Flintstones, The (1994)	4
5	Forrest Gump (1994)	5
5	Four Weddings and a Funeral (1994)	3
5	I Like It Like That (1994)	3
5	It Could Happen to You (1994)	4
5	Jungle Book, The (1994)	3
5	Lion King, The (1994)	5
5	Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)	3
5	Naked Gun 33 1/3: The Final Insult (1994)	4
5	Paper, The (1994)	3
5	Speechless (1994)	3
5	True Lies (1994)	4
5	Wolf (1994)	3
5	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)	3
5	Addams Family Values (1993)	3
5	Another Stakeout (1993)	4
5	Bad Girls (1994)	3
5	Beverly Hillbillies, The (1993)	3
5	Body Snatchers (1993)	3
5	City Slickers II: The Legend of Curly's Gold (1994)	5
5	Coneheads (1993)	3
5	With Honors (1994)	4
5	Geronimo: An American Legend (1993)	3
5	Getting Even with Dad (1994)	3
5	Hot Shots! Part Deux (1993)	2
5	House of the Spirits, The (1993)	4
5	What's Love Got to Do with It? (1993)	4
5	Jurassic Park (1993)	5
5	Last Action Hero (1993)	3
5	Made in America (1993)	3
5	Malice (1993)	3
5	Much Ado About Nothing (1993)	3
5	Philadelphia (1993)	4
5	Piano, The (1993)	3
5	Poetic Justice (1993)	3
5	Remains of the Day, The (1993)	4
5	Renaissance Man (1994)	4
5	Robin Hood: Men in Tights (1993)	3
5	Schindler's List (1993)	3
5	Simple Twist of Fate, A (1994)	3
5	Son in Law (1993)	4
5	Terminal Velocity (1994)	3
5	Ghost (1990)	5
5	Terminator 2: Judgment Day (1991)	3
5	Dances with Wolves (1990)	5
5	Batman (1989)	3
5	Beauty and the Beast (1991)	5
5	Pinocchio (1940)	3
5	Primal Fear (1996)	3
5	Sgt. Bilko (1996)	4
5	Fear (1996)	3
5	Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)	3
5	Angus (1995)	4
5	Quest, The (1996)	3
5	Celtic Pride (1996)	3
5	Flipper (1996)	4
5	Multiplicity (1996)	2
5	Twister (1996)	5
5	Stupids, The (1996)	3
5	Striptease (1996)	1
5	Jack (1996)	3
5	Somebody to Love (1994)	3
5	Frighteners, The (1996)	3
5	Phenomenon (1996)	4
5	Crow: City of Angels, The (1996)	3
5	Spitfire Grill, The (1996)	4
5	First Kid (1996)	3
5	Land Before Time III: The Time of the Great Giving (1995)	3
5	Michael Collins (1996)	4
5	Glimmer Man, The (1996)	4
5	That Thing You Do! (1996)	3
5	Ghost and the Darkness, The (1996)	5
5	Sleepers (1996)	4
5	Aladdin and the King of Thieves (1996)	4
5	Candidate, The (1972)	4
6	Toy Story (1995)	4.5
6	Postman, The (Postino, Il) (1994)	3
6	Star Wars: Episode IV - A New Hope (1977)	5
6	Forrest Gump (1994)	5
6	True Lies (1994)	3
6	Hot Shots! Part Deux (1993)	5
6	Jurassic Park (1993)	5
6	Ghost (1990)	2
6	Terminator 2: Judgment Day (1991)	2.5
6	Batman (1989)	3
6	Beauty and the Beast (1991)	3.5
6	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)	4
6	Gone with the Wind (1939)	3
6	2001: A Space Odyssey (1968)	4
6	English Patient, The (1996)	1.5
6	Star Wars: Episode VI - Return of the Jedi (1983)	4
6	Blues Brothers, The (1980)	4.5
6	Terminator, The (1984)	5
6	Dead Poets Society (1989)	1.5
6	Back to the Future (1985)	5
6	Hunt for Red October, The (1990)	4
6	L.A. Confidential (1997)	3
6	As Good as It Gets (1997)	0.5
6	Rocky (1976)	4.5
6	Enemy of the State (1998)	3.5
6	Superman (1978)	3
6	Austin Powers: The Spy Who Shagged Me (1999)	2
6	General's Daughter, The (1999)	2.5
6	Wild Wild West (1999)	1.5
6	Sixth Sense, The (1999)	4.5
6	American Beauty (1999)	4
6	Mission to Mars (2000)	1.5
6	Erin Brockovich (2000)	4.5
6	Gladiator (2000)	1.5
6	Mission: Impossible II (2000)	1
6	Unbreakable (2000)	3
6	What Women Want (2000)	4
6	Enemy at the Gates (2001)	2
6	Shrek (2001)	4
6	A.I. Artificial Intelligence (2001)	4.5
6	Planet of the Apes (2001)	1
6	Ocean's Eleven (2001)	4
6	Lord of the Rings: The Fellowship of the Ring, The (2001)	4.5
6	Ice Age (2002)	3.5
6	Spider-Man (2002)	3.5
6	Star Wars: Episode II - Attack of the Clones (2002)	0.5
6	Minority Report (2002)	4
6	Road to Perdition (2002)	3
6	Spirited Away (Sen to Chihiro no kamikakushi) (2001)	5
6	Harry Potter and the Chamber of Secrets (2002)	4.5
6	Lord of the Rings: The Two Towers, The (2002)	4.5
6	Catch Me If You Can (2002)	4
6	Chicago (2002)	4.5
6	Hulk (2003)	0.5
6	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	4.5
6	School of Rock (2003)	4.5
6	Matrix Revolutions, The (2003)	2
6	Harry Potter and the Prisoner of Azkaban (2004)	2.5
6	Bourne Supremacy, The (2004)	3.5
6	Catwoman (2004)	1
6	Village, The (2004)	1
6	Collateral (2004)	4.5
6	Princess Diaries 2: Royal Engagement, The (2004)	1.5
6	Incredibles, The (2004)	4
6	National Treasure (2004)	2.5
6	Aviator, The (2004)	3.5
6	Robots (2005)	1.5
6	Miss Congeniality 2: Armed and Fabulous (2005)	2
6	Kingdom of Heaven (2005)	3.5
6	Batman Begins (2005)	2
6	Bewitched (2005)	1
6	War of the Worlds (2005)	3
6	Island, The (2005)	4.5
6	X-Men: The Last Stand (2006)	4
6	Cars (2006)	4.5
6	Lake House, The (2006)	1
6	Lady in the Water (2006)	0.5
6	Superman Returns (2006)	1
6	Departed, The (2006)	1
7	GoldenEye (1995)	2
7	American President, The (1995)	4
7	Get Shorty (1995)	4
7	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	3
7	Seven (a.k.a. Se7en) (1995)	4
7	Braveheart (1995)	3
7	Birdcage, The (1996)	3
7	Batman Forever (1995)	2
7	Net, The (1995)	5
7	Waterworld (1995)	3
7	Dumb & Dumber (Dumb and Dumber) (1994)	4
7	French Kiss (1995)	3
7	Interview with the Vampire: The Vampire Chronicles (1994)	5
7	Outbreak (1995)	3
7	Pulp Fiction (1994)	4
7	Shawshank Redemption, The (1994)	5
7	While You Were Sleeping (1995)	3
7	Forrest Gump (1994)	3
7	Four Weddings and a Funeral (1994)	5
7	Lion King, The (1994)	5
7	True Lies (1994)	5
7	City Slickers II: The Legend of Curly's Gold (1994)	1
7	Jurassic Park (1993)	4
7	Schindler's List (1993)	5
7	Home Alone (1990)	3
7	Ghost (1990)	3
7	Dances with Wolves (1990)	5
7	Batman (1989)	3
8	Paper, The (1994)	3
8	Lawnmower Man, The (1992)	2
8	Glengarry Glen Ross (1992)	4
8	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	5
8	Back to the Future (1985)	5
8	Witness (1985)	4
8	Prom Night (1980)	2
8	Back to the Future Part III (1990)	4
8	Godfather: Part III, The (1990)	3
8	Producers, The (1968)	5
8	Ghost Dog: The Way of the Samurai (1999)	3
8	Twins (1988)	1
8	Lord of the Rings: The Fellowship of the Ring, The (2001)	5
8	Ice Age (2002)	4
8	Star Wars: Episode II - Attack of the Clones (2002)	3
8	Minority Report (2002)	4
8	Austin Powers in Goldmember (2002)	5
8	xXx (2002)	1
8	Return to the Blue Lagoon (1991)	1
8	Last Seduction, The (1994)	4
8	Adaptation (2002)	5
8	Lord of the Rings: The Two Towers, The (2002)	5
8	Duellists, The (1977)	4
8	King of Comedy, The (1983)	4
9	Pulp Fiction (1994)	1
9	Forrest Gump (1994)	3.5
9	Mary Poppins (1964)	0.5
9	As Good as It Gets (1997)	3.5
9	Sixth Sense, The (1999)	0.5
9	American Beauty (1999)	1
9	Fight Club (1999)	0.5
9	Gladiator (2000)	4
9	Bring It On (2000)	3
9	Shrek (2001)	4.5
9	Legally Blonde (2001)	4.5
9	Lord of the Rings: The Fellowship of the Ring, The (2001)	4
9	Maid in Manhattan (2002)	3
9	Lord of the Rings: The Two Towers, The (2002)	4
9	Two Weeks Notice (2002)	3
9	How to Lose a Guy in 10 Days (2003)	3
9	What a Girl Wants (2003)	3
9	Finding Nemo (2003)	3.5
9	Love Actually (2003)	4
9	Something's Gotta Give (2003)	4
9	Mona Lisa Smile (2003)	4
9	50 First Dates (2004)	3.5
9	Prince & Me, The (2004)	4
9	Notebook, The (2004)	5
9	Bourne Supremacy, The (2004)	3.5
9	Princess Diaries 2: Royal Engagement, The (2004)	3
9	Incredibles, The (2004)	2.5
9	Wedding Date, The (2005)	2.5
9	Mr. & Mrs. Smith (2005)	3
9	Batman Begins (2005)	5
9	Walk the Line (2005)	4
9	Match Point (2005)	2.5
9	300 (2007)	3
9	Priceless (Hors de prix) (2006)	4.5
9	Becoming Jane (2007)	1.5
9	Definitely, Maybe (2008)	3.5
9	Dark Knight, The (2008)	4.5
9	What Happens in Vegas... (2008)	2
9	Vicky Cristina Barcelona (2008)	2
9	House Bunny, The (2008)	2.5
9	Quantum of Solace (2008)	3.5
9	Twilight (2008)	4.5
9	Yes Man (2008)	0.5
9	Up (2009)	4
9	Harry Potter and the Half-Blood Prince (2009)	3
9	Julie & Julia (2009)	0.5
9	Education, An (2009)	5
9	Twilight Saga: New Moon, The (2009)	3
9	Single Man, A (2009)	3.5
9	Princess and the Frog, The (2009)	3.5
9	Despicable Me (2010)	5
9	Morning Glory (2010)	2.5
9	Tangled (2010)	3.5
9	How Do You Know (2010)	2
9	No Strings Attached (2011)	3.5
9	Water for Elephants (2011)	3
9	Crazy, Stupid, Love. (2011)	4
9	Best Exotic Marigold Hotel, The (2011)	4.5
9	Brave (2012)	4
9	Magic Mike (2012)	4
9	Amazing Spider-Man, The (2012)	3
9	Ice Age 4: Continental Drift (2012)	3.5
9	Rust and Bone (De rouille et d'os) (2012)	0.5
9	Twilight Saga: Breaking Dawn - Part 2, The (2012)	3
9	About Time (2013)	4
9	Enough Said (2013)	2.5
9	Hobbit: The Desolation of Smaug, The (2013)	3.5
9	Interstellar (2014)	0.5
9	Kingsman: The Secret Service (2015)	1
10	GoldenEye (1995)	3
10	Dead Man Walking (1995)	4
10	Broken Arrow (1996)	3
10	Braveheart (1995)	5
10	Batman Forever (1995)	3
10	Hackers (1995)	4
10	Waterworld (1995)	3
10	Outbreak (1995)	4
10	Shawshank Redemption, The (1994)	4
10	Clear and Present Danger (1994)	5
10	Forrest Gump (1994)	5
10	True Lies (1994)	4
10	Hot Shots! Part Deux (1993)	3
10	Jurassic Park (1993)	4
10	Terminator 2: Judgment Day (1991)	4
10	Twister (1996)	4
10	Star Wars: Episode VI - Return of the Jedi (1983)	4
10	Die Hard 2 (1990)	3
10	Under Siege (1992)	3
10	Mars Attacks! (1996)	1
10	Last of the Mohicans, The (1992)	5
10	Con Air (1997)	4
10	Face/Off (1997)	3
10	Conspiracy Theory (1997)	4
10	Air Force One (1997)	4
10	Amistad (1997)	5
10	As Good as It Gets (1997)	5
10	Lethal Weapon 4 (1998)	4
10	Saving Private Ryan (1998)	5
11	Circle of Friends (1995)	5
11	Little Women (1994)	4.5
11	Four Weddings and a Funeral (1994)	3.5
11	Gone with the Wind (1939)	4.5
11	Beavis and Butt-Head Do America (1996)	3
11	Deep Impact (1998)	3.5
11	'burbs, The (1989)	5
11	10 Things I Hate About You (1999)	5
11	Never Been Kissed (1999)	5
11	Big Daddy (1999)	4
11	Billy Elliot (2000)	4.5
11	What Women Want (2000)	4.5
11	Love Actually (2003)	5
11	Notebook, The (2004)	5
11	Twilight (2008)	5
12	Seven (a.k.a. Se7en) (1995)	5
12	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	5
12	Chasing Amy (1997)	4
12	Pretty in Pink (1986)	3
12	Beetlejuice (1988)	3
12	Cruel Intentions (1999)	2
12	Rules of Engagement (2000)	3
12	Gladiator (2000)	5
12	Shanghai Noon (2000)	4
12	Patriot, The (2000)	4
12	Nurse Betty (2000)	3
12	Almost Famous (2000)	4
12	Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)	5
12	Snatch (2000)	5
12	Hannibal (2001)	4
13	Waiting to Exhale (1995)	3
13	Ace Ventura: When Nature Calls (1995)	1
13	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	4
13	Seven (a.k.a. Se7en) (1995)	5
13	Broken Arrow (1996)	5
13	Bridges of Madison County, The (1995)	3
13	Braveheart (1995)	5
13	Batman Forever (1995)	2
13	Showgirls (1995)	3
13	Dumb & Dumber (Dumb and Dumber) (1994)	3
13	Pulp Fiction (1994)	3
13	Shawshank Redemption, The (1994)	3
13	While You Were Sleeping (1995)	4
13	Corrina, Corrina (1994)	3
13	Forrest Gump (1994)	4
13	Fearless (1993)	3
13	What's Love Got to Do with It? (1993)	4
13	Jurassic Park (1993)	3
13	Philadelphia (1993)	3
13	Piano, The (1993)	5
13	Schindler's List (1993)	3
13	Home Alone (1990)	3
13	Dances with Wolves (1990)	4
13	Batman (1989)	2
14	Toy Story (1995)	2.5
14	Seven (a.k.a. Se7en) (1995)	3.5
14	Casper (1995)	1
14	Johnny Mnemonic (1995)	1
14	Star Wars: Episode IV - A New Hope (1977)	5
14	L√©on: The Professional (a.k.a. The Professional) (L√©on) (1994)	3
14	Pulp Fiction (1994)	4
14	Shawshank Redemption, The (1994)	5
14	Flintstones, The (1994)	1
14	Forrest Gump (1994)	5
14	Lion King, The (1994)	3
14	Schindler's List (1993)	5
14	Terminator 2: Judgment Day (1991)	5
14	Pinocchio (1940)	2
14	Escape from L.A. (1996)	2
14	Godfather, The (1972)	4
14	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	4
14	Star Wars: Episode VI - Return of the Jedi (1983)	5
14	Alien (1979)	5
14	Terminator, The (1984)	4
14	Back to the Future (1985)	5
14	Gattaca (1997)	4.5
14	Lethal Weapon 2 (1989)	5
14	Back to the Future Part III (1990)	4
14	Saving Private Ryan (1998)	3.5
14	101 Dalmatians (One Hundred and One Dalmatians) (1961)	1.5
14	Gods Must Be Crazy, The (1980)	5
14	Ronin (1998)	2.5
14	Sixth Sense, The (1999)	3
14	American Beauty (1999)	4
14	Fight Club (1999)	2.5
14	Bicentennial Man (1999)	5
14	Misery (1990)	4
14	Frequency (2000)	5
14	Gladiator (2000)	5
14	Road Trip (2000)	1.5
14	Patriot, The (2000)	3
14	Unbreakable (2000)	3
14	What Women Want (2000)	4
14	Cast Away (2000)	3.5
14	Shrek (2001)	3
14	A.I. Artificial Intelligence (2001)	4
14	Lord of the Rings: The Fellowship of the Ring, The (2001)	3.5
14	Minority Report (2002)	4
